timestamp,src_ip,dst_ip,proto,src_port,dst_port,duration_s,packets,bytes_out,bytes_in,flag_syn,flag_rst,label,scenario
2025-03-01 18:34:55,10.72.1.68,177.136.45.75,TCP,57161,443,10.309052470040966,3878,15402832,49843,0,0,1,exfil
2025-03-01 23:16:45,158.236.149.209,10.57.75.176,TCP,11500,8080,0.7294029629042905,28,1078,2446,0,0,0,normal
2025-03-01 02:15:27,10.242.202.30,156.7.148.91,UDP,39551,80,1.3623455222115832,33,1477,1485,0,0,0,normal
2025-03-01 01:50:53,75.60.56.104,95.229.137.44,UDP,16390,80,1.2801932415625006,60,5369,4900,0,0,0,normal
2025-03-01 04:33:14,57.66.220.9,10.43.165.145,UDP,11244,80,1.8313704960632995,68,8911,3661,0,0,0,normal
2025-03-01 00:15:59,10.58.165.7,154.55.205.160,TCP,44522,678,0.13310873067266446,1,100,16,1,0,1,port_scan
2025-03-01 22:32:27,72.62.202.253,67.1.111.58,TCP,16497,80,2.8248359553544584,114,6258,7058,0,0,0,normal
2025-03-01 03:43:25,115.107.1.14,10.13.108.30,UDP,24755,22,1.7189972166000722,69,5962,5980,0,0,0,normal
2025-03-01 21:43:27,10.203.43.107,88.152.114.249,TCP,52773,80,1.2273758047588574,42,4529,3653,0,0,0,normal
2025-03-01 09:24:28,139.147.58.193,119.57.45.70,TCP,2925,443,2.1172654301623948,66,507,2122,0,0,0,normal
2025-03-01 19:34:38,200.168.236.1,10.80.7.210,TCP,51595,53,1.744094775596529,42,1472,2820,0,0,0,normal
2025-03-01 16:07:49,214.176.130.98,200.168.89.244,TCP,13535,3306,2.5003071324932034,86,5361,9868,0,0,0,normal
2025-03-01 20:07:51,98.19.110.79,10.209.175.168,TCP,33253,80,1.1221359103170296,28,1774,2877,0,0,0,normal
2025-03-01 23:52:51,10.54.185.78,10.181.227.202,TCP,56508,53,1.0890052402332167,36,824,3136,0,0,0,normal
2025-03-01 11:55:01,10.55.139.153,50.230.116.215,UDP,36294,443,2.7674253723396176,95,8239,4833,0,0,0,normal
2025-03-01 05:32:22,10.161.153.118,10.35.112.60,UDP,40469,139,1.3063607476295012,26,2197,2864,0,0,0,normal
2025-03-01 08:14:51,16.57.1.15,10.92.191.227,TCP,58970,443,1.070904166598318,46,2786,4053,0,0,0,normal
2025-03-01 17:59:16,210.135.93.166,10.243.122.29,TCP,16601,80,2.120161866187385,46,2368,1356,0,0,0,normal
2025-03-01 11:14:05,30.51.252.173,10.26.238.241,UDP,62860,80,0.7185135759746443,16,1557,865,0,0,0,normal
2025-03-01 20:32:14,131.207.94.27,10.30.74.182,TCP,36197,53,0.5690621551347513,26,2228,2162,0,0,0,normal
2025-03-01 14:28:40,39.249.70.47,161.13.163.165,TCP,63194,3306,1.8708959664399252,34,2828,2067,0,0,0,normal
2025-03-01 03:09:58,172.69.250.168,10.89.249.228,TCP,32497,80,1.2996105672659113,43,1505,2988,0,0,0,normal
2025-03-01 14:01:40,10.96.6.154,95.85.200.26,TCP,35951,443,1.6255923763802218,42,3439,3348,0,0,0,normal
2025-03-01 09:22:15,89.48.145.170,10.206.45.19,TCP,5623,3306,1.3545695662445174,31,372,1251,0,0,0,normal
2025-03-01 02:23:48,153.234.3.121,10.227.211.98,TCP,16861,22,0.6214618590760344,16,1056,1488,0,0,0,normal
2025-03-01 15:40:12,61.230.84.45,165.212.95.238,TCP,45200,443,1.9508031474008627,72,2921,4128,0,0,0,normal
2025-03-01 16:41:24,10.101.5.175,160.140.187.66,TCP,24992,80,7.235534061388642,4126,22659058,150834,0,0,1,exfil
2025-03-01 16:42:28,10.91.254.113,67.69.241.13,TCP,45053,25,1.1150658950016359,29,641,245,0,0,0,normal
2025-03-01 11:57:29,10.45.7.93,35.141.147.194,TCP,52079,80,3.0797922091881733,79,4485,3714,0,0,0,normal
2025-03-01 00:47:33,63.254.164.125,10.91.44.249,TCP,27848,22,0.43335421864441986,15,840,1640,0,0,0,normal
2025-03-01 06:46:05,10.93.8.26,10.204.107.158,TCP,58296,443,2.621469150806119,73,5559,3759,0,0,0,normal
2025-03-01 03:02:35,153.78.188.139,212.63.15.236,TCP,38407,80,0.8751908411921377,19,2088,977,0,0,0,normal
2025-03-01 23:59:23,10.50.6.133,182.83.186.223,TCP,13806,22,2.0251703918896933,63,2965,1305,0,0,0,normal
2025-03-01 03:49:32,88.102.137.132,10.19.54.100,TCP,6586,995,5.1531405591226,152,15459,9792,0,0,0,normal
2025-03-01 13:27:28,10.32.42.73,10.181.211.151,UDP,37281,80,1.5589937210694904,50,1796,4467,0,0,0,normal
2025-03-01 12:32:52,138.29.171.136,10.45.52.193,TCP,54408,53,0.7497113840799318,31,1637,2659,0,0,0,normal
2025-03-01 18:09:27,10.107.54.44,194.211.0.218,TCP,45791,80,1.2584645118060582,32,2938,1281,0,1,0,normal
2025-03-01 17:08:04,112.20.171.101,186.242.3.189,TCP,46993,443,1.8690307252880811,82,6991,9100,1,0,0,normal
2025-03-01 07:17:37,10.133.15.158,10.79.81.36,UDP,28006,80,0.17188211678958765,1587,399944,906,0,0,1,ddos
2025-03-01 17:48:02,10.7.13.86,10.210.137.168,TCP,52337,1433,0.9708534694471895,30,40,2804,0,0,0,normal
2025-03-01 12:04:03,58.113.219.223,10.145.180.192,TCP,31907,443,0.9774640240419936,37,2661,3355,0,0,0,normal
2025-03-01 13:31:39,10.240.34.37,10.43.105.105,TCP,3905,443,1.0514452354952044,39,2860,702,0,0,0,normal
2025-03-01 10:52:17,146.165.205.243,11.208.89.200,TCP,33881,80,3.9408981925472837,140,8837,8336,0,0,0,normal
2025-03-01 18:30:32,105.1.17.231,10.27.42.57,TCP,41883,53,0.9090672872194329,25,3248,2518,0,0,0,normal
2025-03-01 02:28:51,10.103.220.200,204.118.129.210,UDP,34848,80,1.0148004769627195,26,2274,2105,0,0,0,normal
2025-03-01 04:33:29,138.247.13.203,192.102.153.7,TCP,39505,443,1.0334743778177746,26,1807,1367,0,0,0,normal
2025-03-01 08:08:56,10.171.178.93,162.164.32.1,TCP,14110,53,0.5400226622739266,16,1007,1417,1,0,0,normal
2025-03-01 06:00:37,10.116.141.55,34.170.151.91,UDP,45025,139,1.8660873990676388,54,5496,2614,0,0,0,normal
2025-03-01 20:20:16,106.229.229.220,10.40.12.132,TCP,26746,22,1.5526200543804638,20,1845,1540,0,0,0,normal
2025-03-01 16:09:16,61.112.10.200,76.173.127.86,TCP,61883,80,1.5400098927713526,54,635,5303,0,0,0,normal
2025-03-01 10:30:07,10.137.196.171,10.140.146.195,TCP,43960,137,1.1381756465149055,41,1396,2893,0,0,0,normal
2025-03-01 10:07:10,215.188.132.54,170.103.208.5,TCP,44075,139,2.140468479854831,61,5874,4265,0,0,0,normal
2025-03-01 00:56:15,10.58.165.15,154.55.205.160,TCP,48985,398,0.0005673985210792824,3,75,115,1,0,1,port_scan
2025-03-01 07:40:51,32.155.176.176,10.215.147.252,TCP,2744,443,0.464528875292534,14,1640,725,0,0,0,normal
2025-03-01 17:03:43,30.186.244.212,190.36.82.244,TCP,34929,443,0.30880981131028484,10,451,822,0,0,0,normal
2025-03-01 23:09:19,10.184.1.28,28.9.41.218,TCP,15290,137,1.6367558216320057,56,3391,1826,0,0,0,normal
2025-03-01 04:49:39,10.22.204.46,10.162.160.65,TCP,40755,443,2.913783941959965,97,8833,12738,0,0,0,normal
2025-03-01 03:56:55,21.143.4.96,10.217.217.164,TCP,5503,8080,0.7064838799231056,25,1263,1499,0,0,0,normal
2025-03-01 17:55:45,119.92.229.195,10.240.100.84,TCP,51979,443,1.5691447794285016,47,3053,3205,0,0,0,normal
2025-03-01 12:13:49,217.173.222.170,10.132.166.195,TCP,36736,443,0.3897911028534725,9,696,684,0,0,0,normal
2025-03-01 00:47:38,10.65.182.106,38.194.90.47,TCP,37341,443,0.5360518343664709,17,1151,1030,0,0,0,normal
2025-03-01 21:59:13,171.4.207.170,104.43.231.233,TCP,46495,80,1.3431945324087,48,3402,450,0,0,0,normal
2025-03-01 11:49:48,183.4.103.34,10.226.2.215,TCP,51100,5432,3.029856820002771,55,535,2985,0,0,0,normal
2025-03-01 15:18:11,63.254.25.73,186.222.169.49,UDP,4549,443,0.6853667062976413,15,1209,102,0,0,0,normal
2025-03-01 06:00:41,181.163.14.37,64.181.107.231,TCP,61046,443,0.7801316300885943,19,1450,1466,0,0,0,normal
2025-03-01 06:27:10,132.141.97.24,10.143.249.100,TCP,53678,80,0.6777912284652753,23,2471,1573,0,0,0,normal
2025-03-01 12:32:33,164.113.44.62,94.45.247.243,TCP,25437,80,0.5156238541343566,20,806,1434,0,0,0,normal
2025-03-01 12:23:26,10.232.114.227,39.227.253.37,TCP,8727,443,5.731396691466378,1026,31070362,155520,0,0,1,exfil
2025-03-01 00:07:52,10.58.165.50,154.55.205.160,TCP,7303,598,0.06018777568587236,3,68,77,1,0,1,port_scan
2025-03-01 23:09:56,43.158.164.74,132.250.164.130,TCP,53259,80,5.205537222718678,195,13939,22203,0,0,0,normal
2025-03-01 18:59:06,10.213.82.44,121.176.225.245,TCP,53993,22,9.096438479097035,4219,10755481,376478,0,0,1,exfil
2025-03-01 03:51:11,10.44.43.78,212.78.223.202,TCP,32332,1812,1.076543100823227,32,551,116,0,0,0,normal
2025-03-01 08:19:17,62.61.251.40,10.114.88.19,UDP,3977,80,2.391622547666945,118,14267,4797,0,0,0,normal
2025-03-01 19:54:10,10.39.6.70,179.64.238.114,UDP,35335,80,1.3362493609790382,40,2609,5356,0,0,0,normal
2025-03-01 11:34:41,128.243.82.86,110.197.6.210,TCP,25889,80,3.136284648245361,93,5625,5120,0,0,0,normal
2025-03-01 18:54:02,30.183.75.50,128.201.251.135,TCP,36890,8080,1.6134790257486644,60,6644,6168,0,0,0,normal
2025-03-01 02:42:11,10.248.247.201,10.244.67.56,TCP,7356,25,1.4962908478839527,58,4176,5592,0,0,0,normal
2025-03-01 07:34:03,56.1.194.196,10.10.74.211,UDP,43891,80,0.4604328146531456,1472,115167,2796,0,0,1,ddos
2025-03-01 15:00:32,118.18.40.182,10.243.152.170,TCP,58183,443,0.4035061634400376,14,1472,1947,0,0,0,normal
2025-03-01 15:53:46,10.76.100.5,175.218.125.33,TCP,62935,80,1.9905838845750132,89,4461,5072,0,0,0,normal
2025-03-01 12:41:38,98.247.173.36,165.253.230.103,UDP,31169,995,2.775946009747149,114,5599,6356,0,0,0,normal
2025-03-01 06:54:03,156.199.195.101,153.8.29.106,TCP,62609,53,0.6363107083155038,14,989,1000,0,0,0,normal
2025-03-01 18:59:55,220.239.24.14,10.150.235.241,TCP,16152,443,4.109376746299241,111,40,6784,0,0,0,normal
2025-03-01 00:07:24,10.58.165.128,154.55.205.160,TCP,60577,84,0.2568230146570932,4,134,16,1,0,1,port_scan
2025-03-01 05:43:06,63.178.160.88,10.161.223.220,TCP,1915,443,2.504387500231133,90,4942,8922,0,0,0,normal
2025-03-01 09:54:11,67.66.17.27,10.158.25.74,TCP,44200,443,0.5902214718730485,8,523,180,0,0,0,normal
2025-03-01 05:42:51,31.35.184.188,175.31.50.42,TCP,44798,110,1.830663604849149,53,1263,2660,0,0,0,normal
2025-03-01 06:54:38,10.30.110.17,10.129.250.4,TCP,33595,443,1.0795206040145098,28,2190,103,0,0,0,normal
2025-03-01 17:53:35,10.234.3.148,10.68.28.223,TCP,51440,1433,0.4345240497774275,13,714,1196,0,0,0,normal
2025-03-01 06:25:17,10.76.177.9,96.207.201.209,TCP,44804,1433,0.5114993032423819,16,1121,1130,0,0,0,normal
2025-03-01 00:20:39,10.58.165.185,154.55.205.160,TCP,17241,248,0.6054555895737397,4,125,9,1,1,1,port_scan
2025-03-01 04:37:24,22.229.218.218,69.82.186.92,TCP,29855,1433,2.003401639727558,66,3892,3550,0,0,0,normal
2025-03-01 23:18:18,10.124.204.81,110.63.35.207,UDP,14118,22,2.2419145667924814,62,3616,5734,0,0,0,normal
2025-03-01 00:57:53,10.58.165.204,154.55.205.160,TCP,57366,26,0.06855870042968686,1,130,66,1,0,1,port_scan
2025-03-01 12:30:24,10.231.208.244,22.94.12.129,TCP,58975,443,7.546413494969456,4660,32851709,354327,0,0,1,exfil
2025-03-01 07:47:24,10.212.55.61,10.197.251.125,TCP,25430,443,0.6651075672274687,19,1090,636,0,0,0,normal
2025-03-01 01:29:16,186.129.65.243,116.108.195.129,UDP,9779,53,1.5742635969012235,43,2049,2036,0,0,0,normal
2025-03-01 15:04:54,10.7.193.152,10.252.106.90,TCP,29859,80,0.9134400200835857,19,1190,1764,0,0,0,normal
2025-03-01 23:18:24,164.54.55.241,25.106.62.140,TCP,12551,443,0.3119121438111987,8,428,549,0,0,0,normal
2025-03-01 13:01:53,42.122.199.51,10.48.140.11,UDP,21251,3306,1.3278366535691541,52,6477,2513,1,0,0,normal
2025-03-01 00:32:45,10.58.165.146,154.55.205.160,TCP,13370,394,0.020873759063635103,4,181,14,1,0,1,port_scan
2025-03-01 14:16:39,10.34.144.6,150.45.15.110,UDP,38259,443,1.1714924420919974,40,2598,3485,0,0,0,normal
2025-03-01 07:21:23,16.189.186.179,74.83.72.157,TCP,45658,53,0.3568143954151856,15,520,1560,0,0,0,normal
2025-03-01 11:29:33,160.84.165.196,66.32.6.124,TCP,34496,3306,0.6452428799820056,13,1146,1502,0,0,0,normal
2025-03-01 07:14:59,10.161.202.115,150.88.246.14,TCP,24246,443,1.763680381969171,20,1591,829,0,0,0,normal
2025-03-01 04:04:38,176.200.197.215,10.114.143.172,UDP,6157,443,2.146479923711255,81,2949,5533,0,0,0,normal
2025-03-01 07:36:42,10.224.158.253,10.79.81.36,UDP,51208,80,0.021154900738844875,1366,237854,1285,0,0,1,ddos
2025-03-01 00:00:39,10.58.165.136,154.55.205.160,TCP,19565,152,0.06540882910389452,1,154,62,1,1,1,port_scan
2025-03-01 15:16:26,10.236.65.64,202.26.142.124,TCP,19740,5432,0.26319960974463097,10,731,897,0,0,0,normal
2025-03-01 07:14:14,218.79.2.133,86.92.138.21,TCP,47064,443,1.0455079691529423,38,2489,4756,0,0,0,normal
2025-03-01 18:26:33,57.148.233.140,10.220.210.246,TCP,48771,443,0.6832950378343298,16,876,1896,0,0,0,normal
2025-03-01 13:27:56,180.218.145.57,48.251.24.151,TCP,28806,1433,2.155139420676221,89,40,5890,0,0,0,normal
2025-03-01 22:25:58,10.13.125.23,10.3.202.188,TCP,64033,443,1.8037516448653226,54,2742,4515,1,0,0,normal
2025-03-01 17:09:33,122.195.229.155,10.76.47.5,TCP,8089,80,0.9021885698372265,26,1701,1924,0,0,0,normal
2025-03-01 14:59:39,202.79.130.163,185.67.11.105,TCP,53552,5432,1.0005111998266123,43,2884,3204,0,0,0,normal
2025-03-01 09:39:14,10.131.53.133,10.154.193.93,TCP,24004,443,1.1147746292129903,24,453,408,0,0,0,normal
2025-03-01 06:39:37,10.19.161.203,10.47.48.14,TCP,3973,80,2.935078345344468,88,9170,7701,0,0,0,normal
2025-03-01 20:04:37,139.105.104.20,56.246.147.29,UDP,60487,443,0.4462861000304794,17,1465,1870,0,0,0,normal
2025-03-01 00:08:07,152.60.56.18,10.151.84.56,TCP,4164,53,1.7686343900641381,79,5985,3943,0,0,0,normal
2025-03-01 08:58:43,212.146.179.147,10.187.100.195,TCP,1516,22,0.9799425187131616,27,1683,1392,0,0,0,normal
2025-03-01 20:12:26,123.35.241.218,142.205.38.206,TCP,64692,1433,0.4733437304776348,11,684,824,0,0,0,normal
2025-03-01 09:11:23,124.115.92.163,192.135.189.68,TCP,30227,3306,1.1071430811698453,38,2981,3127,0,0,0,normal
2025-03-01 03:13:34,198.174.136.47,10.124.100.11,TCP,12582,443,3.2257635011798964,128,9377,7657,0,0,0,normal
2025-03-01 21:10:07,10.220.136.10,10.146.194.213,TCP,16401,53,1.3205251221501875,36,2280,2273,0,0,0,normal
2025-03-01 04:12:24,146.107.37.221,161.5.61.199,TCP,7988,443,2.941442090777378,83,4183,8606,0,0,0,normal
2025-03-01 06:11:06,10.104.96.168,10.164.159.10,TCP,5630,5900,2.42035445899728,74,4553,7306,0,0,0,normal
2025-03-01 21:49:45,82.8.250.2,10.195.111.44,TCP,48176,443,1.837382054945498,77,5093,6256,0,0,0,normal
2025-03-01 23:14:52,10.156.207.139,90.214.131.53,UDP,21541,443,1.9379079430817108,59,4736,3227,0,0,0,normal
2025-03-01 22:31:57,183.134.45.27,80.167.144.101,TCP,46076,80,1.1364180323670028,29,2969,2310,0,0,0,normal
2025-03-01 06:01:47,10.253.228.126,10.207.121.89,UDP,48381,443,1.914475786876034,59,2726,3419,0,0,0,normal
2025-03-01 19:20:39,97.155.247.194,10.114.196.92,TCP,3061,53,1.4140479533979957,48,3665,3924,0,0,0,normal
2025-03-01 14:24:53,10.81.8.75,10.13.250.181,UDP,24104,443,1.397385321329263,35,1757,705,0,0,0,normal
2025-03-01 18:00:25,130.219.254.238,10.66.198.171,TCP,14840,443,2.808788423565515,64,2016,6080,0,0,0,normal
2025-03-01 10:08:04,10.121.233.28,173.20.45.170,UDP,53742,53,1.126644399787555,40,2948,2337,0,0,0,normal
2025-03-01 19:34:38,10.135.183.92,118.234.177.167,UDP,28040,443,1.1156113711574438,13,593,503,0,0,0,normal
2025-03-01 00:35:39,10.58.165.120,154.55.205.160,TCP,36355,484,0.02787994156145834,4,102,40,1,0,1,port_scan
2025-03-01 12:46:33,216.239.2.89,10.39.58.125,TCP,31623,22,1.1388614950978726,31,1138,712,0,0,0,normal
2025-03-01 13:09:55,10.71.184.8,110.182.138.44,TCP,9034,3306,0.8553797900549415,23,1602,2358,0,0,0,normal
2025-03-01 14:30:42,10.48.98.175,15.176.31.43,TCP,62755,443,1.4282897688691638,48,3570,4444,0,0,0,normal
2025-03-01 06:49:24,10.0.143.105,10.203.239.244,UDP,22257,22,2.9917777064127393,75,923,3206,0,0,0,normal
2025-03-01 07:04:00,25.123.219.232,10.79.81.36,UDP,29149,80,0.10392217081181412,1871,348768,2339,0,0,1,ddos
2025-03-01 08:32:55,10.224.44.2,10.235.190.179,TCP,45143,80,0.3393435344588061,10,567,746,0,0,0,normal
2025-03-01 07:08:16,102.109.217.221,92.158.84.115,TCP,29574,25,0.7720050343534005,18,675,1216,0,0,0,normal
2025-03-01 15:20:38,10.170.199.238,55.155.120.17,TCP,14660,1433,1.7169918018130044,50,6165,6542,0,0,0,normal
2025-03-01 17:24:34,10.78.79.101,10.192.215.39,TCP,36814,80,2.3929333065001934,109,4160,12393,0,0,0,normal
2025-03-01 18:40:57,10.170.240.11,10.116.218.199,TCP,18016,80,2.566646986658654,74,4350,3085,0,0,0,normal
2025-03-01 07:36:05,122.191.162.105,10.50.44.13,UDP,46357,443,0.5440134931850502,21,400,1837,0,0,0,normal
2025-03-01 04:24:36,10.11.82.153,128.9.82.179,TCP,17460,443,2.3283627118749877,68,1926,1438,0,0,0,normal
2025-03-01 03:05:28,89.10.211.51,153.161.223.194,UDP,36344,8080,1.1078095465006106,34,1051,3466,0,0,0,normal
2025-03-01 15:46:45,222.51.185.116,80.41.145.125,TCP,30752,53,0.25345377620976245,6,434,625,0,0,0,normal
2025-03-01 13:24:31,211.49.108.45,10.50.192.159,TCP,63834,1812,0.8125469935364407,19,1477,1137,1,0,0,normal
2025-03-01 16:10:21,101.249.120.138,124.43.87.110,TCP,52870,465,2.9001224226476334,47,2921,2340,0,0,0,normal
2025-03-01 19:14:50,10.162.76.200,10.140.151.166,TCP,25039,138,0.6713775321718869,18,969,1440,0,0,0,normal
2025-03-01 20:21:48,127.5.36.117,52.58.156.223,TCP,20916,8080,0.5168819441131122,20,1216,2027,0,0,0,normal
2025-03-01 19:49:14,121.28.229.133,10.167.193.61,UDP,36044,53,0.8058456618199485,15,611,1467,0,0,0,normal
2025-03-01 02:26:25,126.156.123.71,10.214.93.68,UDP,32206,465,0.6484510507433484,19,1548,2145,0,0,0,normal
2025-03-01 16:56:05,71.126.116.43,10.171.175.41,UDP,5866,1433,1.1306341805570808,36,2649,2403,0,0,0,normal
2025-03-01 07:49:08,10.62.229.212,10.94.237.195,UDP,6666,80,1.1061852536459333,37,2699,2740,0,0,0,normal
2025-03-01 13:29:00,209.150.247.231,199.113.46.136,TCP,47132,53,0.3268144112811625,14,350,1056,0,0,0,normal
2025-03-01 00:32:02,221.151.175.27,10.114.189.178,TCP,28745,80,2.345235479968984,75,6265,4594,0,0,0,normal
2025-03-01 00:10:03,10.41.207.55,10.160.110.56,TCP,11412,80,1.4577312448148927,58,1956,2024,0,0,0,normal
2025-03-01 16:32:55,10.57.53.144,10.203.20.38,TCP,16253,443,0.885922543177914,27,1031,2557,1,0,0,normal
2025-03-01 16:11:26,116.144.26.33,10.86.215.133,TCP,59107,22,1.8272959648945502,54,4116,4112,0,0,0,normal
2025-03-01 16:46:32,98.71.221.31,10.57.0.106,TCP,38939,443,1.501474434106413,31,2785,2362,0,0,0,normal
2025-03-01 08:09:39,10.105.247.157,10.160.247.137,TCP,33688,443,1.1779720654742056,27,1229,1979,0,0,0,normal
2025-03-01 03:27:45,10.189.53.180,10.71.146.74,TCP,21942,443,1.551435219853127,60,4821,3507,0,0,0,normal
2025-03-01 23:27:47,123.170.61.142,10.197.212.143,TCP,53619,3306,0.29418246193226516,6,541,419,0,0,0,normal
2025-03-01 07:30:02,177.155.229.116,10.40.56.93,TCP,34259,53,2.0620985112492165,90,8264,4743,0,0,0,normal
2025-03-01 17:48:50,10.23.150.163,172.58.105.185,TCP,33493,443,7.369470597638644,1402,37793866,340198,0,0,1,exfil
2025-03-01 03:02:16,78.82.200.147,10.22.75.201,TCP,3966,443,2.652002080250727,64,4167,2820,0,0,0,normal
2025-03-01 13:19:35,80.157.187.187,10.174.59.226,TCP,11808,443,1.7556264408179736,64,1564,4818,0,0,0,normal
2025-03-01 18:01:21,10.245.28.1,10.90.251.99,TCP,64011,443,2.6991905609927302,102,8301,7879,0,0,0,normal
2025-03-01 16:14:43,102.130.19.48,126.183.194.251,TCP,33221,80,1.119710375355113,34,2445,1235,0,0,0,normal
2025-03-01 07:07:38,10.97.94.95,10.111.126.46,UDP,32151,80,0.23815320528613762,994,142707,1520,0,0,1,ddos
2025-03-01 18:17:23,10.144.232.219,26.175.18.128,TCP,57956,443,0.8004252488648635,22,1571,1200,0,0,0,normal
2025-03-01 08:08:47,10.14.183.74,10.249.28.139,TCP,8143,80,1.6998065421816893,47,2183,1700,0,0,0,normal
2025-03-01 23:35:45,27.232.162.95,10.183.30.195,TCP,31396,80,2.757599697039834,69,5206,4238,0,0,0,normal
2025-03-01 12:28:50,10.28.240.70,106.40.127.125,TCP,11417,443,9.03393939803652,2058,27227118,292484,0,0,1,exfil
2025-03-01 19:35:45,10.54.108.5,10.210.141.19,TCP,48452,443,0.7959043785969512,23,1449,1658,0,0,0,normal
2025-03-01 21:57:57,218.195.84.72,10.148.229.11,TCP,12385,1433,0.8292313338748766,25,1038,1142,0,0,0,normal
2025-03-01 12:57:24,10.211.240.139,10.33.216.24,TCP,42369,80,4.311417641792267,129,11652,8100,0,0,0,normal
2025-03-01 04:00:51,104.84.34.126,218.227.105.13,TCP,13408,443,0.4227997563400771,16,1087,669,0,0,0,normal
2025-03-01 11:05:57,10.219.107.88,100.79.220.42,TCP,56851,22,0.7082349760676779,21,766,1264,0,0,0,normal
2025-03-01 22:10:34,10.217.222.195,10.179.10.215,TCP,28615,80,0.5641576767144278,24,803,1010,0,0,0,normal
2025-03-01 00:08:31,10.58.165.232,154.55.205.160,TCP,54252,888,0.0789142571876287,3,172,19,1,1,1,port_scan
2025-03-01 07:35:11,10.53.212.243,175.48.245.141,TCP,5410,80,0.9581103855483194,23,1524,1888,1,0,0,normal
2025-03-01 17:08:20,10.252.57.19,104.12.182.191,TCP,11162,139,0.364888889899424,12,841,1369,0,0,0,normal
2025-03-01 15:23:23,10.116.244.114,10.156.197.120,TCP,30451,5060,1.2741929233565192,45,2900,3079,0,0,0,normal
2025-03-01 18:10:41,10.178.86.233,211.143.56.82,TCP,42794,53,4.491831196072143,71,7957,6817,0,0,0,normal
2025-03-01 00:18:09,10.1.15.199,62.179.40.132,TCP,49915,80,2.8731389212755025,76,3566,10549,0,0,0,normal
